State,BlackTotal,BlackPerc,State_Code,Cases_Total,Cases_Black,Covid_BlackPerc,Deaths_Total,Deaths_Black,Death_BlackPerc
District of Columbia,331477.0,0.4599,DC,11103.444444444445,5477.777777777777,0.4934309655700165,570.8888888888889,421.6666666666667,0.7386092002457207
Mississippi,1147920.0,0.384,MS,40362.77777777778,18319.0,0.459127293644249,1303.6666666666667,650.1111111111111,0.4988524752032462
Louisiana,1553060.0,0.3343,LA,85468.33333333333,38449.333333333336,0.36083460758002445,3511.222222222222,1714.888888888889,0.4887568057438366
Georgia,3378260.0,0.3147,GA,130011.55555555556,34070.444444444445,0.2640162264084744,3149.8888888888887,1452.0,0.46159137004053885
Maryland,1899670.0,0.3123,MD,76096.88888888889,22260.333333333332,0.29208334406407216,3342.5555555555557,1353.6666666666667,0.40493863855905166
Alabama,1334890.0,0.2719,AL,60492.333333333336,18652.777777777777,0.31576099768875304,1225.6666666666667,516.3333333333334,0.4233151242129715
South Carolina,1401780.0,0.2691,SC,62515.666666666664,15065.0,0.24117180777160663,1108.3333333333333,429.3333333333333,0.39316025991088427
Delaware,226875.0,0.2308,DE,13091.444444444445,3362.5555555555557,0.2570759633881342,531.5555555555555,135.77777777777777,0.25546091824625816
North Carolina,2331120.0,0.2197,NC,92123.88888888889,15170.222222222223,0.16413896088215793,1584.7777777777778,499.3333333333333,0.3153345808308365
Virginia,1766960.0,0.2048,VA,74545.11111111111,11843.0,0.15764987354880763,1975.888888888889,456.77777777777777,0.23077095504242007
New York,3368300.0,0.1733,NY,404097.0,,,27901.555555555555,6315.222222222223,0.2263696040036871
Puerto Rico,523962.0,0.1728,PR,11170.666666666666,,,175.55555555555554,,
Tennessee,1188330.0,0.1723,TN,71227.0,14116.555555555555,0.20001839400121746,798.0,281.44444444444446,0.3530935625838505
Florida,3592350.0,0.1633,FL,306572.8888888889,43241.333333333336,0.14208598107772494,4813.777777777777,949.1111111111111,0.1974539472947765
Arkansas,488364.0,0.1607,AR,30776.222222222223,6588.888888888889,0.21479429404695263,344.1111111111111,87.77777777777777,0.2540761024047618
Illinois,1959970.0,0.1548,IL,159341.22222222222,26516.222222222223,0.1664542646368104,7397.444444444444,1995.6666666666667,0.26985648932292383
Michigan,1516350.0,0.151,MI,79500.33333333333,21882.88888888889,0.2759180796516198,6322.0,2500.1111111111113,0.3954667370130458
New Jersey,1313610.0,0.147,NJ,176166.88888888888,18004.11111111111,0.10218836315307034,15542.777777777777,2441.777777777778,0.1570964080436204
Ohio,1639040.0,0.1395,OH,70082.22222222222,18338.333333333332,0.2623796257793429,3116.5555555555557,598.2222222222222,0.19187996022461845
Missouri,778915.0,0.1263,MO,31727.555555555555,7672.555555555556,0.2467278475387098,1107.4444444444443,378.77777777777777,0.34253708294903973
Pennsylvania,1607610.0,0.1254,PA,97902.55555555556,13028.777777777777,0.13281858418981193,6934.333333333333,1456.5555555555557,0.21008966551614291
Texas,3646880.0,0.1237,TX,287388.77777777775,3248.5555555555557,0.011709135576457287,3787.6666666666665,177.88888888888889,0.04002157290172014
Connecticut,437087.0,0.1227,CT,47750.22222222222,6262.555555555556,0.1311543244019336,4374.444444444444,647.7777777777778,0.14808428886316152
Indiana,708540.0,0.105,IN,54435.555555555555,6367.333333333333,0.1173226887849696,2771.777777777778,371.3333333333333,0.13415005248635517
Nevada,309359.0,0.0985,NV,31893.555555555555,1590.3333333333333,0.05019033615157806,630.4444444444445,67.0,0.10738824452221968
Kentucky,413151.0,0.0918,KY,21523.333333333332,1885.6666666666667,0.08905055321891046,645.1111111111111,89.88888888888889,0.13971942931350514
Oklahoma,358388.0,0.0906,OK,23272.777777777777,1706.3333333333333,0.07365938884352506,443.55555555555554,29.77777777777778,0.06757941421728016
Massachusetts,627601.0,0.09,MA,112648.66666666667,10580.555555555555,0.09392865862025558,8356.444444444445,684.6666666666666,0.0819323953122299
Rhode Island,86052.0,0.0815,RI,17653.222222222223,1632.3333333333333,0.09247727017427833,982.8888888888889,49.666666666666664,0.05051712885783196
Kansas,214553.0,0.0737,KS,20679.88888888889,1596.5555555555557,0.07797112147892989,299.55555555555554,62.44444444444444,0.2094705830938125
Wisconsin,431044.0,0.0737,WI,42384.333333333336,6740.444444444444,0.1606094044143044,844.1111111111111,196.11111111111111,0.23253867413317192
Minnesota,410895.0,0.0721,MN,44303.22222222222,9081.444444444445,0.20502482351342743,1550.3333333333333,141.77777777777777,0.09133029722153149
California,2753570.0,0.0689,CA,353105.55555555556,9858.333333333334,0.028021994369964,7323.666666666667,629.4444444444445,0.0863196207195614
Nebraska,113007.0,0.0579,NE,22102.666666666668,1333.3333333333333,0.060216885085655175,296.6666666666667,22.22222222222222,0.07492902074541435
Arizona,390181.0,0.0529,AZ,129904.0,2842.1111111111113,0.021873312708111,2517.4444444444443,72.88888888888889,0.028814202905653976
Washington,397656.0,0.051,WA,43619.0,1641.6666666666667,0.03790605349082718,1433.4444444444443,46.888888888888886,0.03271546467376937
Colorado,291116.0,0.0498,CO,38805.555555555555,1807.7777777777778,0.046876511184214764,1617.3333333333333,106.88888888888889,0.06608897241727181
Alaska,36217.0,0.0493,AK,1753.2222222222222,44.22222222222222,0.024693743230634564,17.77777777777778,0.0,0.0
West Virginia,84775.0,0.0477,WV,4623.444444444444,337.6666666666667,0.07243022234399667,99.33333333333333,3.0,0.030289099637195553
Iowa,144373.0,0.0454,IA,36863.88888888889,3113.4444444444443,0.0849675943891614,775.2222222222222,37.44444444444444,0.048320304790000664
