State,BlackTotal,BlackPerc,State_Code,Cases_Total,Cases_Black,Covid_BlackPerc,Deaths_Total,Deaths_Black,Death_BlackPerc
Hawaii,49424.0,0.035,HI,1324.3333333333333,10.11111111111111,0.007828270968604369,22.0,,
North Dakota,24749.0,0.0325,ND,4754.444444444444,,,84.33333333333333,,
New Mexico,57850.0,0.0276,NM,16043.888888888889,297.8888888888889,0.018627137480933406,561.1111111111111,4.0,0.007169488580424867
Oregon,116586.0,0.0271,OR,13218.222222222223,523.6666666666666,0.04008722092634925,250.77777777777777,6.222222222222222,0.025043808293329754
South Dakota,22617.0,0.025,SD,7700.111111111111,990.2222222222222,0.1291907970899689,110.77777777777777,,
New Hampshire,29687.0,0.0216,NH,6140.555555555556,315.3333333333333,0.051337132631962795,393.8888888888889,8.0,0.020265042391106363
Maine,25739.0,0.0191,ME,3597.3333333333335,827.0,0.23009130442244347,113.77777777777777,2.4444444444444446,0.021322367124095427
Vermont,11345.0,0.0181,VT,1316.7777777777778,141.66666666666666,0.10727944485992275,56.0,,
Wyoming,9555.0,0.0169,WY,1920.3333333333333,19.77777777777778,0.010531534211400734,22.666666666666668,0.0,0.0
Utah,52703.0,0.0161,UT,31295.555555555555,790.5555555555555,0.025383989484543974,230.55555555555554,5.0,0.02231607491456644
Idaho,19911.0,0.0109,ID,12830.0,168.44444444444446,0.013537405914215797,118.66666666666667,1.5555555555555556,0.012425369723209305
Montana,10086.0,0.0093,MT,2201.8888888888887,11.666666666666666,0.0051241024584293355,34.44444444444444,,
,,,AS,,,,,,
,,,GU,316.6666666666667,,,5.0,,
,,,MP,35.111111111111114,,,2.0,,
,,,VI,239.44444444444446,,,6.444444444444445,,
