State,BlackTotal,BlackPerc,State_Code,Cases_Total,Cases_Black,Covid_BlackPerc,Deaths_Total,Deaths_Black,Death_BlackPerc
Washington,397656.0,0.051,WA,18314.777777777777,864.8888888888889,0.04715196980776777,991.3333333333334,29.333333333333332,0.02960262958312067
Colorado,291116.0,0.0498,CO,21635.0,1373.3333333333333,0.06426248088734682,1164.3333333333333,78.88888888888889,0.06758509999513014
Alaska,36217.0,0.0493,AK,397.77777777777777,9.555555555555555,0.023926213973506874,10.0,0.0,0.0
West Virginia,84775.0,0.0477,WV,1541.0,111.0,0.0722783928120604,66.57142857142857,2.4285714285714284,0.03534439143173291
Iowa,144373.0,0.0454,IA,14510.888888888889,1768.5555555555557,0.12319602562316384,376.375,19.5,0.05360228562555447
Hawaii,49424.0,0.035,HI,644.8888888888889,5.333333333333333,0.008270146566727239,17.0,,
North Dakota,24749.0,0.0325,ND,2081.0,,,48.142857142857146,,
New Mexico,57850.0,0.0276,NM,5834.111111111111,160.11111111111111,0.027835098121954012,283.0,,
Oregon,116586.0,0.0271,OR,3414.3333333333335,80.66666666666667,0.023799438791965638,134.75,5.5,0.04108305526435182
South Dakota,22617.0,0.025,SD,3898.777777777778,779.4444444444445,0.20011927789481346,47.0,,
New Hampshire,29687.0,0.0216,NH,3421.777777777778,121.55555555555556,0.0364965574779471,160.22222222222223,0.0,0.0
Maine,25739.0,0.0191,ME,1712.5555555555557,181.88888888888889,0.097434561136817,74.42857142857143,,
Vermont,11345.0,0.0181,VT,939.2222222222222,25.333333333333332,0.026852925324454102,53.44444444444444,,
Wyoming,9555.0,0.0169,WY,556.0,7.111111111111111,0.012960883590162968,10.714285714285714,,
Utah,52703.0,0.0161,UT,7276.0,221.66666666666666,0.029937195464785564,89.57142857142857,,
